[	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	5.0000000000000000e+00	]
[	9.0909090909090922e-03	9.8491000451371568e-05	2.1668020099301750e-02	4.5338032253404978e-02	4.9739680095598358e+00	]
[	1.8181818181818184e-02	3.9396400180548627e-04	4.3336040198603501e-02	9.0424514521435476e-02	4.9446518329924878e+00	]
[	2.7272727272727271e-02	8.8641900406234405e-04	6.5004060297905245e-02	1.3522977304058406e-01	4.9121222603869601e+00	]
[	3.6363636363636369e-02	1.5758560072219453e-03	8.6672080397207002e-02	1.7972392438343465e-01	4.8764593940971084e+00	]
[	4.5454545454545456e-02	2.4622750112842894e-03	1.0834010049650873e-01	2.2388183696707628e-01	4.8377415565388642e+00	]
[	5.4545454545454543e-02	3.5456760162493762e-03	1.3000812059581046e-01	2.6767000005831693e-01	4.7960779285733919e+00	]
[	6.3636363636363644e-02	4.8260590221172080e-03	1.5167614069511223e-01	3.1107573722893989e-01	4.7515188304524720e+00	]
[	7.2727272727272738e-02	6.3034240288877812e-03	1.7334416079441400e-01	3.5404952848845572e-01	4.7042587740450488e+00	]
[	8.1818181818181832e-02	7.9777710365610995e-03	1.9501218089371575e-01	3.9659411529635269e-01	4.6542905977994264e+00	]
[	9.0909090909090912e-02	9.8491000451371557e-03	2.1668020099301746e-01	4.3867330390646420e-01	4.6017811190869038e+00	]
[	1.0000000000000001e-01	1.1917411054615960e-02	2.3834822109231921e-01	4.8026172688266805e-01	4.5468540324607654e+00	]
[	1.0000000000000001e-01	1.1917411054615962e-02	2.3834822109231921e-01	4.8026172688266805e-01	4.5468540324607654e+00	]
[	1.0909090909090910e-01	1.4169368936724861e-02	2.5708251297163776e-01	5.2134718931332713e-01	4.4917766555047187e+00	]
[	1.1818181818181819e-01	1.6591638563191201e-02	2.7581680485095628e-01	5.6191907344025294e-01	4.4344736295569387e+00	]
[	1.2727272727272729e-01	1.9184219934014979e-02	2.9455109673027480e-01	6.0194866485984277e-01	4.3751171601861589e+00	]
[	1.3636363636363638e-01	2.1947113049196196e-02	3.1328538860959332e-01	6.4143530108972313e-01	4.3137119033769267e+00	]
[	1.4545454545454545e-01	2.4880317908734847e-02	3.3201968048891178e-01	6.8037898212989378e-01	4.2502578591292437e+00	]
[	1.5454545454545454e-01	2.7983834512630947e-02	3.5075397236823030e-01	7.1872881918079412e-01	4.1851008251368924e+00	]
[	1.6363636363636364e-01	3.1257662860884494e-02	3.6948826424754877e-01	7.5645812277574842e-01	4.1184443634650991e+00	]
[	1.7272727272727273e-01	3.4701802953495474e-02	3.8822255612686729e-01	7.9357716476400031e-01	4.0502222673962871e+00	]
[	1.8181818181818182e-01	3.8316254790463897e-02	4.0695684800618581e-01	8.3008594514554956e-01	3.9804345369304572e+00	]
[	1.9090909090909092e-01	4.2101018371789763e-02	4.2569113988550428e-01	8.6597071640176704e-01	3.9091992799566322e+00	]
[	2.0000000000000001e-01	4.6056093697473072e-02	4.4442543176482285e-01	9.0118150890805382e-01	3.8369561716875555e+00	]
[	2.0000000000000001e-01	4.6056093697473072e-02	4.4442543176482285e-01	9.0118150890805382e-01	3.8369561716875555e+00	]
[	2.0909090909090911e-01	5.0179915895287308e-02	4.6281545175430916e-01	9.3573075893486068e-01	3.7638028044095675e+00	]
[	2.1818181818181820e-01	5.4470920093005977e-02	4.8120547174379558e-01	9.6960837630168784e-01	3.6896837253129591e+00	]
[	2.2727272727272727e-01	5.8929106290629044e-02	4.9959549173328183e-01	1.0027987844324626e+00	3.6147947789710195e+00	]
[	2.3636363636363636e-01	6.3554474488156543e-02	5.1798551172276819e-01	1.0353014680416386e+00	3.5391434719266490e+00	]
[	2.4545454545454545e-01	6.8347024685588467e-02	5.3637553171225449e-01	1.0671164271292157e+00	3.4627298041798480e+00	]
[	2.5454545454545452e-01	7.3306756882924790e-02	5.5476555170174080e-01	1.0982436616951938e+00	3.3855537757306169e+00	]
[	2.6363636363636361e-01	7.8433671080165551e-02	5.7315557169122711e-01	1.1286831717395733e+00	3.3076153865789548e+00	]
[	2.7272727272727271e-01	8.3727767277310738e-02	5.9154559168071341e-01	1.1584093666883211e+00	3.2293059109071129e+00	]
[	2.8181818181818180e-01	8.9189045474360337e-02	6.0993561167019983e-01	1.1874082789921225e+00	3.1508768456785607e+00	]
[	2.9090909090909089e-01	9.4817505671314362e-02	6.2832563165968613e-01	1.2156936210112972e+00	3.0721289053067933e+00	]
[	2.9999999999999999e-01	1.0061314786817280e-01	6.4671565164917244e-01	1.2432653927458444e+00	2.9930620897918110e+00	]
[	2.9999999999999999e-01	1.0061314786817280e-01	6.4671565164917244e-01	1.2432653927458444e+00	2.9930620897918110e+00	]
[	3.0909090909090908e-01	1.0653426167014864e-01	6.5592938478551022e-01	1.2701261464044529e+00	2.9162811984045902e+00	]
[	3.1818181818181818e-01	1.1253913668245480e-01	6.6514311792184810e-01	1.2962871038189987e+00	2.8392245621896177e+00	]
[	3.2727272727272727e-01	1.1862777290509131e-01	6.7435685105818599e-01	1.3217443046043307e+00	2.7620092516984642e+00	]
[	3.3636363636363636e-01	1.2480017033805818e-01	6.8357058419452388e-01	1.3464976540965710e+00	2.6846396770610239e+00	]
[	3.4545454545454546e-01	1.3105632898135539e-01	6.9278431733086177e-01	1.3705471522957196e+00	2.6071158382772968e+00	]
[	3.5454545454545455e-01	1.3739624883498294e-01	7.0199805046719965e-01	1.3938927992017762e+00	2.5294377353472828e+00	]
[	3.6363636363636365e-01	1.4381992989894082e-01	7.1121178360353754e-01	1.4165345948147412e+00	2.4516053682709820e+00	]
[	3.7272727272727274e-01	1.5032737217322906e-01	7.2042551673987543e-01	1.4384708319401984e+00	2.3737155707598485e+00	]
[	3.8181818181818183e-01	1.5691857565784764e-01	7.2963924987621331e-01	1.4596974259676063e+00	2.2960848179458995e+00	]
[	3.9090909090909093e-01	1.6359354035279658e-01	7.3885298301255120e-01	1.4802184268612764e+00	2.2185324540113931e+00	]
[	4.0000000000000002e-01	1.7035226625807584e-01	7.4806671614888898e-01	1.5000338346212081e+00	2.1410584789563294e+00	]
[	4.0000000000000002e-01	1.7035226625807584e-01	7.4806671614888898e-01	1.5000338346212081e+00	2.1410584789563294e+00	]
[	4.0909090909090912e-01	1.7696470344480861e-01	7.0666946493231675e-01	1.5191585648041803e+00	2.0663344333581581e+00	]
[	4.1818181818181821e-01	1.8320080198411798e-01	6.6527221371574463e-01	1.5375991670851830e+00	1.9910058214374364e+00	]
[	4.2727272727272730e-01	1.8906056187600398e-01	6.2387496249917251e-01	1.5553435607726522e+00	1.9151921399156373e+00	]
[	4.3636363636363640e-01	1.9454398312046658e-01	5.8247771128260040e-01	1.5723912333592580e+00	1.8388988093047083e+00	]
[	4.4545454545454549e-01	1.9965106571750579e-01	5.4108046006602828e-01	1.5887421848450007e+00	1.7621258296046491e+00	]
[	4.5454545454545453e-01	2.0438180966712161e-01	4.9968320884945649e-01	1.6043964152298800e+00	1.6848732008154603e+00	]
[	4.6363636363636362e-01	2.0873621496931408e-01	4.5828595763288438e-01	1.6193539245138961e+00	1.6071409229371412e+00	]
[	4.7272727272727272e-01	2.1271428162408318e-01	4.1688870641631226e-01	1.6336147126970491e+00	1.5289289959696917e+00	]
[	4.8181818181818181e-01	2.1631600963142886e-01	3.7549145519974014e-01	1.6471787797793387e+00	1.4502374199131123e+00	]
[	4.9090909090909091e-01	2.1954139899135119e-01	3.3409420398316808e-01	1.6600211189542242e+00	1.3713442526239428e+00	]
[	5.0000000000000000e-01	2.2239044970385013e-01	2.9269695276659602e-01	1.6721293055859670e+00	1.2923968757665256e+00	]
[	5.0000000000000000e-01	2.2239044970385013e-01	2.9269695276659602e-01	1.6721293055859670e+00	1.2923968757665256e+00	]
[	5.0909090909090904e-01	2.2507188743096854e-01	2.9721934719945092e-01	1.6835370458393797e+00	1.2173233464783468e+00	]
[	5.1818181818181819e-01	2.2779443783474929e-01	3.0174174163230588e-01	1.6942640332387136e+00	1.1424769919569289e+00	]
[	5.2727272727272723e-01	2.3055810091519230e-01	3.0626413606516079e-01	1.7043146546382102e+00	1.0678540181568459e+00	]
[	5.3636363636363638e-01	2.3336287667229766e-01	3.1078653049801569e-01	1.7136890988546711e+00	9.9345404250296365e-01	]
[	5.4545454545454541e-01	2.3620876510606531e-01	3.1530892493087059e-01	1.7223873658880962e+00	9.1927706499528394e-01	]
[	5.5454545454545456e-01	2.3909576621649528e-01	3.1983131936372555e-01	1.7304094557384853e+00	8.4532308563380520e-01	]
[	5.6363636363636360e-01	2.4202388000358757e-01	3.2435371379658046e-01	1.7377553684058384e+00	7.7159210441852899e-01	]
[	5.7272727272727275e-01	2.4499310646734221e-01	3.2887610822943536e-01	1.7444251038901559e+00	6.9808412134945341e-01	]
[	5.8181818181818179e-01	2.4800344560775911e-01	3.3339850266229026e-01	1.7504380415581888e+00	6.2474836043993676e-01	]
[	5.9090909090909094e-01	2.5105489742483839e-01	3.3792089709514517e-01	1.7557855406421823e+00	5.5160037628775871e-01	]
[	5.9999999999999998e-01	2.5414746191857995e-01	3.4244329152800007e-01	1.7604672490812225e+00	4.7864100523777597e-01	]
[	5.9999999999999998e-01	2.5414746191857995e-01	3.4244329152800007e-01	1.7604672490812225e+00	4.7864100523777597e-01	]
[	6.0909090909090902e-01	2.5729223945286933e-01	3.4940776601566714e-01	1.7644893398794006e+00	4.0623158681560367e-01	]
[	6.1818181818181817e-01	2.6050033039159209e-01	3.5637224050333427e-01	1.7678541977579016e+00	3.3398429342967706e-01	]
[	6.2727272727272720e-01	2.6377173473474819e-01	3.6333671499100134e-01	1.7705642162575377e+00	2.6187683921126281e-01	]
[	6.3636363636363635e-01	2.6710645248233761e-01	3.7030118947866852e-01	1.7726194660990657e+00	1.8990840194901110e-01	]
[	6.4545454545454539e-01	2.7050448363436030e-01	3.7726566396633560e-01	1.7740199472824854e+00	1.1807898164292369e-01	]
[	6.5454545454545454e-01	2.7396582819081644e-01	3.8423013845400278e-01	1.7747656598077965e+00	4.6388578292998806e-02	]
[	6.6363636363636358e-01	2.7749048615170580e-01	3.9119461294166974e-01	1.7748603453202232e+00	-2.5206893903949441e-02	]
[	6.7272727272727273e-01	2.8107845751702859e-01	3.9815908742933692e-01	1.7743061596749625e+00	-9.6737223307370182e-02	]
[	6.8181818181818177e-01	2.8472974228678471e-01	4.0512356191700399e-01	1.7731017154131745e+00	-1.6818915804327089e-01	]
[	6.9090909090909092e-01	2.8844434046097417e-01	4.1208803640467112e-01	1.7712482673911665e+00	-2.3958926930672464e-01	]
[	6.9999999999999996e-01	2.9222225203959684e-01	4.1905251089233819e-01	1.7687457354284006e+00	-3.1093707848086150e-01	]
[	6.9999999999999996e-01	2.9222225203959684e-01	4.1905251089233819e-01	1.7687457354284006e+00	-3.1093707848086150e-01	]
[	7.0909090909090911e-01	2.9623843189068427e-01	4.6450705634688411e-01	1.7656233232242164e+00	-3.7600058793679358e-01	]
[	7.1818181818181814e-01	3.0066783488226745e-01	5.0996160180142946e-01	1.7619088728807979e+00	-4.4116084947947598e-01	]
[	7.2727272727272729e-01	3.0551046101434659e-01	5.5541614725597521e-01	1.7576010291569000e+00	-5.0645640274150638e-01	]
[	7.3636363636363633e-01	3.1076631028692153e-01	6.0087069271052052e-01	1.7526997449723225e+00	-5.7188797735083885e-01	]
[	7.4545454545454548e-01	3.1643538269999238e-01	6.4632523816506648e-01	1.7472037041962645e+00	-6.3748138146821887e-01	]
[	7.5454545454545452e-01	3.2251767825355909e-01	6.9177978361961168e-01	1.7411081686779986e+00	-7.0331866110807983e-01	]
[	7.6363636363636367e-01	3.2901319694762171e-01	7.3723432907415742e-01	1.7344135928440549e+00	-7.6938594788260473e-01	]
[	7.7272727272727271e-01	3.3592193878218013e-01	7.8268887452870262e-01	1.7271199766944338e+00	-8.3568324179179199e-01	]
[	7.8181818181818186e-01	3.4324390375723457e-01	8.2814341998324836e-01	1.7192200841896672e+00	-9.0229194294885595e-01	]
[	7.9090909090909089e-01	3.5097909187278470e-01	8.7359796543779367e-01	1.7107125695493492e+00	-9.6922078914497711e-01	]
[	8.0000000000000004e-01	3.5912750312883079e-01	9.1905251089233941e-01	1.7015978818287338e+00	-1.0364643548558852e+00	]
[	8.0000000000000004e-01	3.5912750312883079e-01	9.1905251089233941e-01	1.7015978818287338e+00	-1.0364643548558852e+00	]
[	8.0909090909090908e-01	3.6763098454103138e-01	9.5171339979178926e-01	1.6918621299936387e+00	-1.1054218197644743e+00	]
[	8.1818181818181823e-01	3.7643138312504520e-01	9.8437428869123955e-01	1.6814976573594744e+00	-1.1746561111565905e+00	]
[	8.2727272727272727e-01	3.8552869888087210e-01	1.0170351775906894e+00	1.6704999819213129e+00	-1.2441905130636142e+00	]
[	8.3636363636363642e-01	3.9492293180851229e-01	1.0496960664901396e+00	1.6588689379003356e+00	-1.3140256659443457e+00	]
[	8.4545454545454546e-01	4.0461408190796555e-01	1.0823569553895893e+00	1.6466045252965427e+00	-1.3841615697987832e+00	]
[	8.5454545454545461e-01	4.1460214917923205e-01	1.1150178442890395e+00	1.6337067441099340e+00	-1.4545982246269289e+00	]
[	8.6363636363636365e-01	4.2488713362231167e-01	1.1476787331884892e+00	1.6201630829516911e+00	-1.5253801119975572e+00	]
[	8.7272727272727280e-01	4.3546903523720459e-01	1.1803396220879394e+00	1.6059693605216163e+00	-1.5965126287425178e+00	]
[	8.8181818181818183e-01	4.4634785402391058e-01	1.2130005109873894e+00	1.5911279634852307e+00	-1.6679859350593356e+00	]
[	8.9090909090909098e-01	4.5752358998242987e-01	1.2456613998868395e+00	1.5756388918425341e+00	-1.7398000309480124e+00	]
[	9.0000000000000002e-01	4.6899624311276217e-01	1.2783222887862893e+00	1.5595021455935270e+00	-1.8119549164085467e+00	]
[	9.0000000000000002e-01	4.6899624311276217e-01	1.2783222887862893e+00	1.5595021455935270e+00	-1.8119549164085467e+00	]
[	9.0909090909090906e-01	4.8059780168814126e-01	1.2740205977971104e+00	1.5427029537463031e+00	-1.8838531598106603e+00	]
[	9.1818181818181821e-01	4.9216025398180058e-01	1.2697189068079315e+00	1.5252519837663552e+00	-1.9555501104919641e+00	]
[	9.2727272727272725e-01	5.0368359999373991e-01	1.2654172158187527e+00	1.5071543223676105e+00	-2.0269763506257767e+00	]
[	9.3636363636363640e-01	5.1516783972395974e-01	1.2611155248295738e+00	1.4884102500584855e+00	-2.0981282223624307e+00	]
[	9.4545454545454544e-01	5.2661297317245948e-01	1.2568138338403949e+00	1.4690197668389804e+00	-2.1690057257019242e+00	]
[	9.5454545454545459e-01	5.3801900033923955e-01	1.2525121428512160e+00	1.4489828727090950e+00	-2.2396088606442590e+00	]
[	9.6363636363636362e-01	5.4938592122429974e-01	1.2482104518620369e+00	1.4282995676688295e+00	-2.3099376271894339e+00	]
[	9.7272727272727277e-01	5.6071373582764028e-01	1.2439087608728581e+00	1.4069698517181835e+00	-2.3799920253374496e+00	]
[	9.8181818181818181e-01	5.7200244414926082e-01	1.2396070698836792e+00	1.3849963351327856e+00	-2.4497396902575690e+00	]
[	9.9090909090909096e-01	5.8325204618916160e-01	1.2353053788945001e+00	1.3624126793425915e+00	-2.5187703641763388e+00	]
[	1.0000000000000000e+00	5.9446254194734249e-01	1.2310036879053212e+00	1.3392018977663975e+00	-2.5873005755296257e+00	]
[	1.0000000000000000e+00	5.9446254194734249e-01	1.2310036879053212e+00	1.3392018977663975e+00	-2.5873005755296257e+00	]
[	1.0090909090909090e+00	6.0553410300471966e-01	1.2047397447176289e+00	1.3153918089353054e+00	-2.6508400988510163e+00	]
[	1.0181818181818183e+00	6.1636690094220881e-01	1.1784758015299359e+00	1.2910131308782313e+00	-2.7133117814459307e+00	]
[	1.0272727272727273e+00	6.2696093575980949e-01	1.1522118583422438e+00	1.2660898715689826e+00	-2.7745713622065504e+00	]
